"","Zeller_fecal_colorectal_cancer","Zeller_fecal_colorectal_cancer.1","Zeller_fecal_colorectal_cancer.2","Zeller_fecal_colorectal_cancer.3","Zeller_fecal_colorectal_cancer.4","Zeller_fecal_colorectal_cancer.5","Zeller_fecal_colorectal_cancer.6","Zeller_fecal_colorectal_cancer.7","Zeller_fecal_colorectal_cancer.8","Zeller_fecal_colorectal_cancer.9","Zeller_fecal_colorectal_cancer.10","Zeller_fecal_colorectal_cancer.11","Zeller_fecal_colorectal_cancer.12","Zeller_fecal_colorectal_cancer.13","Zeller_fecal_colorectal_cancer.14","Zeller_fecal_colorectal_cancer.15","Zeller_fecal_colorectal_cancer.16","Zeller_fecal_colorectal_cancer.17","Zeller_fecal_colorectal_cancer.18","Zeller_fecal_colorectal_cancer.19","Zeller_fecal_colorectal_cancer.20","Zeller_fecal_colorectal_cancer.21","Zeller_fecal_colorectal_cancer.22","Zeller_fecal_colorectal_cancer.23","Zeller_fecal_colorectal_cancer.24","Zeller_fecal_colorectal_cancer.25","Zeller_fecal_colorectal_cancer.26","Zeller_fecal_colorectal_cancer.27","Zeller_fecal_colorectal_cancer.28","Zeller_fecal_colorectal_cancer.29","Zeller_fecal_colorectal_cancer.30","Zeller_fecal_colorectal_cancer.31","Zeller_fecal_colorectal_cancer.32","Zeller_fecal_colorectal_cancer.33","Zeller_fecal_colorectal_cancer.34","Zeller_fecal_colorectal_cancer.35","Zeller_fecal_colorectal_cancer.36","Zeller_fecal_colorectal_cancer.37","Zeller_fecal_colorectal_cancer.38","Zeller_fecal_colorectal_cancer.39","Zeller_fecal_colorectal_cancer.40","Zeller_fecal_colorectal_cancer.41","Zeller_fecal_colorectal_cancer.42","Zeller_fecal_colorectal_cancer.43","Zeller_fecal_colorectal_cancer.44","Zeller_fecal_colorectal_cancer.45","Zeller_fecal_colorectal_cancer.46","Zeller_fecal_colorectal_cancer.47","Zeller_fecal_colorectal_cancer.48","Zeller_fecal_colorectal_cancer.49","Zeller_fecal_colorectal_cancer.50","Zeller_fecal_colorectal_cancer.51","Zeller_fecal_colorectal_cancer.52","Zeller_fecal_colorectal_cancer.53","Zeller_fecal_colorectal_cancer.54","Zeller_fecal_colorectal_cancer.55","Zeller_fecal_colorectal_cancer.56","Zeller_fecal_colorectal_cancer.57","Zeller_fecal_colorectal_cancer.58","Zeller_fecal_colorectal_cancer.59","Zeller_fecal_colorectal_cancer.60","Zeller_fecal_colorectal_cancer.61","Zeller_fecal_colorectal_cancer.62","Zeller_fecal_colorectal_cancer.63","Zeller_fecal_colorectal_cancer.64","Zeller_fecal_colorectal_cancer.65","Zeller_fecal_colorectal_cancer.66","Zeller_fecal_colorectal_cancer.67","Zeller_fecal_colorectal_cancer.68","Zeller_fecal_colorectal_cancer.69","Zeller_fecal_colorectal_cancer.70","Zeller_fecal_colorectal_cancer.71","Zeller_fecal_colorectal_cancer.72","Zeller_fecal_colorectal_cancer.73","Zeller_fecal_colorectal_cancer.74","Zeller_fecal_colorectal_cancer.75","Zeller_fecal_colorectal_cancer.76","Zeller_fecal_colorectal_cancer.77","Zeller_fecal_colorectal_cancer.78","Zeller_fecal_colorectal_cancer.79","Zeller_fecal_colorectal_cancer.80","Zeller_fecal_colorectal_cancer.81","Zeller_fecal_colorectal_cancer.82","Zeller_fecal_colorectal_cancer.83","Zeller_fecal_colorectal_cancer.84","Zeller_fecal_colorectal_cancer.85","Zeller_fecal_colorectal_cancer.86","Zeller_fecal_colorectal_cancer.87","Zeller_fecal_colorectal_cancer.88","Zeller_fecal_colorectal_cancer.89","Zeller_fecal_colorectal_cancer.90","Zeller_fecal_colorectal_cancer.91","Zeller_fecal_colorectal_cancer.92","Zeller_fecal_colorectal_cancer.93","Zeller_fecal_colorectal_cancer.94","Zeller_fecal_colorectal_cancer.95","Zeller_fecal_colorectal_cancer.96","Zeller_fecal_colorectal_cancer.97","Zeller_fecal_colorectal_cancer.98","Zeller_fecal_colorectal_cancer.99","Zeller_fecal_colorectal_cancer.100","Zeller_fecal_colorectal_cancer.101","Zeller_fecal_colorectal_cancer.102","Zeller_fecal_colorectal_cancer.103","Zeller_fecal_colorectal_cancer.104","Zeller_fecal_colorectal_cancer.105","Zeller_fecal_colorectal_cancer.106","Zeller_fecal_colorectal_cancer.107","Zeller_fecal_colorectal_cancer.108","Zeller_fecal_colorectal_cancer.109","Zeller_fecal_colorectal_cancer.110","Zeller_fecal_colorectal_cancer.111","Zeller_fecal_colorectal_cancer.112","Zeller_fecal_colorectal_cancer.113","Zeller_fecal_colorectal_cancer.114","Zeller_fecal_colorectal_cancer.115","Zeller_fecal_colorectal_cancer.116","Zeller_fecal_colorectal_cancer.117","Zeller_fecal_colorectal_cancer.118","Zeller_fecal_colorectal_cancer.119","Zeller_fecal_colorectal_cancer.120"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02999848500076e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei",0,0,0,0,0.000167799983220002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411100041110004,0,0,0,6.82999931700007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205070041014008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum",0,0,0,0,0,0,0,0,0,0,3.91999882400035e-05,0,0,0,0,0,4.60000046000005e-06,0,0,4.13000041300004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99000039800008e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242199878900061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudodiphtheriticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360999927800014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_striatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104859979028004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100800010080001,0,0,0,0.000740599925940007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified",0,0,0.000127399923560046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485899708460175,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05999979400002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa",0,0,4.59999724000166e-06,0,0,0.000185199981480002,0,0,0,0,0,0,6.00000060000006e-06,0,0,0,0,0,0,0,0,0.0002576,0,0.000111600011160001,0,0,0,2.89999855000072e-06,0,0,0,0,0,0,3e-05,0,0,0,0,2.26000022600002e-05,0,2.82999915100025e-05,0,0,0,1.00000020000004e-05,0,0,0,0,0,8.78e-05,0,3.17999904600029e-05,0,0,0,0,0,0,0,0,2.13999957200009e-05,4.52000090400018e-05,0,0,0,0,0,0,0,0.000254400152640092,5.88000352800212e-05,0,0,7.11999857600028e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68999892400043e-05,0,2.02999959400008e-05,0,0,0,0,0,0,0,2.77999944400011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa",0.000141499985850001,0,0,0,0.000381199961880004,0,5.70999942900006e-05,0,0,3.59e-05,0.000262399921280024,4.8100024050012e-05,0,0,0,0,0,0.000322199871120052,2.82000056400011e-05,0.000406100040610004,0,9.86e-05,0,0.000115600011560001,1.56000015600002e-05,0,1.07999978400004e-05,5.87999706000147e-05,0,5.38999838300048e-05,6.88000068800007e-05,0,0,2.72e-05,3.75e-05,0,0,0.000607900060790006,0,0.000614100061410006,4.25000085000017e-05,0.000939799718060085,0.000110999911200071,0,6.32000063200006e-05,3.43000068600014e-05,0.000106300010630001,0,0,0,0,0,0,0.000122399963280011,0,0,0,0,0.00258379896648041,0,0,1.81000036200007e-05,2.09999958000008e-05,0.000289200057840012,0,0,0,1.44999927500036e-05,0,0,0,0.00104580062748038,2.52000151200091e-05,0,0,0.000100099979980004,0.000869199826160035,0,0,0,9.7399990260001e-05,0,5.68999943100006e-05,0,0,0.000270200054040011,0,6.18000370800223e-05,0,2.82000084600025e-05,3.79e-05,0,0,3.20000256000205e-06,0,0.000136499986350001,0,2.12999914800034e-05,0,5.25999894800021e-05,6.70000134000027e-06,0,0,5.16e-05,0,0,0,0,0.00018509992596003,0,3.98000079600016e-05,3.63000108900033e-05,0,0,0,1.94e-05,7.59999392000486e-06,0,0,1.55999906400056e-05,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified",0,0,1.31999920800048e-05,0,0,0,0,0,0,2.97e-05,0,7.00000350000175e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916900091690009,0,0,0,0,5.05000050500005e-05,1.96000039200008e-05,0,0,0,0,0,6.44e-05,0,0,0,0,0,3.55999928800014e-05,0,0,0,0,0,0,0,0,0,3.53999823000088e-05,0,0,0,0,0,0,0,9.79999804000039e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92000087600026e-05,4.6e-06,0,0,9.60000768000614e-06,0,0,0,0,1.44000043200013e-05,0,0,0,0,0,0,0,0,5.99999880000024e-05,1.31999947200021e-05,0,0,0,0,0,0,0.0001339,3.8999968800025e-06,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0.000190300019030002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162,0,0,0,0,0,0,0,0,0,9.26999629200148e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174800052440016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26999623800226e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes",0,0,0.000106699935980038,0,0,0,0,0,0,0,0,0,0.000216500021650002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6500009650001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010880003264001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii",0,0,0.000709099574540255,0,0,0,0,2.30000115000058e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38999966100003e-05,0,0,0,0,5.8e-06,0.0062387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50000015000001e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27000196200118e-05,0,0,0,0,0,0,0,0.000253500025350003,0,0,0,0,0,0,0,0.000294700176820106,0,0,0,0,0,0,0,0,0,0,0,0,0.000120000024000005,0,0,0.0001424,0,0,0,0,0,0,0,0,0,0,0,0,4.39999648000282e-06,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_propionicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.40000088000018e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0900003270001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens",0,0,0,0,3.14999968500003e-05,0,0,0,0,0,0,0,0.000168800016880002,0,0,0,0,0,0,0,0,0.0001489,0,0.000199200019920002,0,7.34999853000029e-05,0,0,0,5.02999849100045e-05,0,0,0,0,0,0,0,0,0,0.000111900011190001,7.21000144200029e-05,0.000461199861640042,0,0,0,0,0,4.15000083000017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116399988360001,0,0.000396899801550099,0,0,0,0.00855880513528308,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5000015000003e-05,0,0,0,0,1.93e-05,0,0,0,0.000300800150400075,0,0,0,0,2.12999957400008e-05,0,0,0,0,0,0,0,0,0,0,0,7.40000222000067e-06,0,0,0,0,7.09999432000454e-06,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",0,0,0.0172970896217462,0,0,0.000199499980050002,0.00798689920131008,0,0,0.0418441,0,0.0011919005959503,0.000159300015930002,0,0,0.0141668943332423,0.000200700020070002,0,0,0.0271954027195403,0.0805417677832929,0.001892,0,0.0176591017659102,0.00418230041823004,0.000922999815400037,1.99999960000008e-06,3.09999845000077e-05,4.76999952300005e-05,8.99999730000081e-07,0,0.0002881,0,0,0.0309395,0.00145749970850006,0.00164329950701015,0,0.00614659754136098,0,0.00613900122780025,0,0.106596714722628,0.0805844677662129,0,0.000319000063800013,0,0,0.016384,0.0327527032752703,0,0,0.0158502968299406,0.000194699941590018,0.000677900135580027,0,0.003558,0.0369526926094615,0,0,0.000282800197960139,0.00308140061628012,7.07999858400028e-05,0,0,0,0.000105699978860004,0.000506499746750127,0.00958540191708038,0,0.0986572704028189,0.000213100127860077,0.000425600255360153,0.0025720005144001,0.000494800247400124,0,0,0,0,0,0,0,0,0.0159420904347457,0.0011907,0,5.78999710500145e-05,4.91000294600177e-05,0.000123999975200005,0.00796640238992072,0,0.0074098,0,0.00472160377728302,0,0.00641919935808006,0,0,0,0.192419261516148,0,0.000113200022640005,0.0103332020666404,0.0017656,1.31999920800048e-05,0.00991709702487089,0,0.00142049971590006,0,0.0227367,0.125984725196945,0,0,0.00142449957265013,0,0.000272,0.0121239903008078,0.093656462537415,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum",0,0,0.00537019677788193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468040046804005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis",4.12999958700004e-05,0,0,0,0,0,0,0,0,0.0688517,0,0,0.00107010010701001,0,0,0,0,0,0,0,0.000782399687040125,0,0.00605860121172024,0,0,0,0,0,0,0,0,0,0,0,0,0.000304299939140012,0,0,0,0,0,0,0,0,8.10000081000008e-06,0,0,0,0,0,0.000759300075930008,0,0,0,0,0.000345000138000055,0,0,0,0,0,0,0,0,0,0,0.0050114989977002,0.00187359906320047,0,0,0,0.000190000114000068,0,0,0,0.00620809875838025,0,0,0,0.00334870033487003,0,3.44000137600055e-05,0.000101599989840001,0,0,0,0,7.20000432000259e-05,0,0,0,0,0,0,0,0,0,0.000299899880040048,0,0,0.0124159024831805,0,0,0,0,0,0,0.000171999965600007,0,0,0,0,0,0,0.000642199871560026,0.0016743,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum",0,0,0.0242983854209687,0,0.000855999914400008,0,0.0175702982429702,0,0,2.91e-05,0,0,0,0,0,0,6.60000066000007e-06,0,0,0.0582015058201506,0.0318196872721251,0.0032299,0,0.0158436015843602,0,0,0,0,0,0,0,0.001711,0,0,0,0,0,0,0,0,0.0140471028094206,4.29999871000039e-06,0,0,8.10000081000008e-05,0,0,0.154619430923886,0.0289124,0,0,0,0,0,0,0,0.0106386,0,0,0.00129719974056005,0,0,0,0,0,0,0,3.5999982000009e-06,0.00309430061886012,0.0117993,0,0.000145600087360052,0.00424130254478153,0,0,0,0.000719499856100029,0,0,0,0,0,0,0,0.0526785,0,1.1999994000003e-06,0.000460400276240166,0,0,0,0.0035533,0,0,0,0.00800749919925008,0,0,0.00632730189819057,0.0733841853231629,0,0,0.00551270110254022,0,0,0.0154906953527914,0,0,0,0,0.0130845026169005,0,0,0,0.00842319831536034,0,0,0.000298499880600048,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343900034390003,0,0,0,3.63000036300004e-05,0,0,0,0,0,0,0,0,0,0,0,0.000126499974700005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367599963240004,0,0,0,0,0,0,0,0.000203999959200008,0,0,0,0,0,0,0,0,2.40999903600039e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227599954480009,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum",0,0,0,0,4.70999952900005e-05,0,0.00796059920394008,0.0183741091870546,0.00512000102400021,0.0004324,0,0,0,0,0,0,0,0,0,0.000184200018420002,0,2.84e-05,0,3.43000034300003e-05,0,0,0,0.00176229911885044,0.0375038962496104,0,0,0,0,0.0032909,0,0,0,0,0,0,0,0,0,0.000243099902760039,0,0,0,0,0,0.00350620035062003,0.00244050024405002,0,0,0,0,0,0.0049284,0,0,0,0,0,0,0,0,0,8.44999831000034e-05,0.0122170938914531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845140338056135,0,0.00299899820060108,0,0,1.2199993900003e-05,0.000353900212340127,0,1.65000049500015e-05,0,0,0,5.99000479200383e-05,0.0126638063319032,5.69999943000006e-06,0,0,0.000137200041160012,0,0,0,0,0,0.00522119686728188,0,0,0,0.00355999857600057,0,0.00193380038676008,0,0,0.00549359835192049,0,0.0026395,0.0130631895494484,0.0232062907174837,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium",0,0,0,0,0.000477499952250005,0.000324399967560003,7.34999926500007e-05,0,0,2.9e-05,0,0,0,0,0,5.12999794800082e-05,0,0,0.0023741004748201,0,0,4.54e-05,0,0.000342700034270003,0,0,6.46999870600026e-05,0,2.40999975900002e-05,0.000192099942370017,0,0,0,0,3.32e-05,0,9.16999724900082e-05,0.00239370023937002,0,0.000194700019470002,0,0.000643999806800058,0,0,0,0.00219640043928009,0,0.00477010095402019,0,0,0.000147600014760001,0.0001305,0,0,0,0,0,0.000102399979520004,0,0,0,5.21000104200021e-05,0.000179799964040007,0,0,0,0,0.00341989829005086,0,0,0,2.52000151200091e-05,0.000171100102660062,0,0,0,0,0,0,0,0.000177799982220002,0,0,0,0,0.000470100094020019,0,0.000862700517620311,0,0,5.7e-06,1.1e-05,0,0,0,0.00115289988471001,0,0,0,0.000902699819460036,0,0,0,0,0,0,0.000129500025900005,0,0,0.0004909,0.000534800106960021,0,0,0,0,0,0.000122499902000078,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0.101680689831931,0,0.000316499810100114,1.41999957400013e-05,0.0201448979855102,0,0.00711789928821007,0.000122800061400031,0.00195380039076008,0.0112694,0,0.0605759302879651,0.0265631026563103,0,0,0.00702799718880112,6.10000061000006e-06,7.40999703600119e-05,0,0.0116733011673301,0.0111268955492418,0.0025108,1.03000020600004e-05,0.0177718017771802,0.00388940038894004,0.00281829943634011,0,0,0.000306399969360003,0.000193799941860017,0,0.0001152,0,0.0018465,5.08e-05,0.0148555970288806,0.00161029951691015,0,0.00468729812508075,0.000755000075500008,0.00469080093816019,0.000197899940630018,0.000741199407040474,0.00483199806720077,0,0.00123440024688005,0,0.0937523187504637,0.0045578,0.103925710392571,0.00099560009956001,0,0.00795949840810032,0.00201099939670018,0.000223700044740009,0,0.0205161,0.025897494820501,0.0024815990073604,0,0.000108400075880053,0.000671600134320027,0.023881295223741,0,0,1.89999981000002e-06,0.00294069941186012,0.00897989551005225,0.0125615025123005,0.0322772,0.0459408862177341,0.000168100100860061,0.000897500538500323,0.00163970032794007,0.000165400082700041,0.0151946969610606,0.0102895979420804,0.000107100010710001,0.000627399811780057,0,0.0104429989557001,0.00906550362620145,0.00208859979114002,0.120134127919523,0.0001269,0.0167064033412807,0.00166229916885042,0.00743600446160268,0.00583969883206023,0.00463600139080042,9.1e-05,0.0006679,0,0.00040640032512026,0.0260871130435565,0.00313079968692003,0,0.00136859945256022,0.0240507072152122,0.000766599846680031,0,9.52000190400038e-05,0.00887720177544036,0.001926,0.0173534895879062,0.00263719920884024,0,0,0,0.0038591,0.00933430186686037,0,0.0578431942156806,0.00269249919225024,0.0025398994920201,0.0133828,0.012459290032568,0.0132009947196021,0,0,0.0317775
