"","metahit","metahit.1","metahit.2","metahit.3","metahit.4","metahit.5","metahit.6","metahit.7","metahit.8","metahit.9","metahit.10","metahit.11","metahit.12","metahit.13","metahit.14","metahit.15","metahit.16","metahit.17","metahit.18","metahit.19","metahit.20","metahit.21","metahit.22","metahit.23","metahit.24","metahit.25","metahit.26","metahit.27","metahit.28","metahit.29","metahit.30","metahit.31","metahit.32","metahit.33","metahit.34","metahit.35","metahit.36","metahit.37","metahit.38","metahit.39","metahit.40","metahit.41","metahit.42","metahit.43","metahit.44","metahit.45","metahit.46","metahit.47","metahit.48","metahit.49","metahit.50","metahit.51","metahit.52","metahit.53","metahit.54","metahit.55","metahit.56","metahit.57","metahit.58","metahit.59","metahit.60","metahit.61","metahit.62","metahit.63","metahit.64","metahit.65","metahit.66","metahit.67","metahit.68","metahit.69","metahit.70","metahit.71","metahit.72","metahit.73","metahit.74","metahit.75","metahit.76","metahit.77","metahit.78","metahit.79","metahit.80","metahit.81","metahit.82","metahit.83","metahit.84","metahit.85","metahit.86","metahit.87","metahit.88","metahit.89","metahit.90","metahit.91","metahit.92","metahit.93","metahit.94","metahit.95","metahit.96","metahit.97","metahit.98","metahit.99","metahit.100","metahit.101","metahit.102","metahit.103","metahit.104","metahit.105","metahit.106","metahit.107","metahit.108","metahit.109"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0.000818599754420074,0.0052972,0.000211799957640009,0.0013165,0.00177249929100028,0.0178718,0.000636499872700026,0,0.00189309943207017,0.00952810190562038,0,0.0008092,0.0001929,0,0.000285499885800046,0.00462610046261005,0.00063810038286023,0.00252920025292003,0.000128999974200005,0.00259360077808023,0,0,0.0025942994811401,0.00332349933530013,0.00593990059399006,0.0075276030110412,0.00933930093393009,0.00196169980383002,0.0020377,0,0,0.000623600124720025,0.00151519954544014,0,0.00193000115800069,0.00117149988285001,0.00118899976220005,0.000142699985730001,0,0.000847500084750009,0.00953809713857086,0.00162419935032026,0.000969499612200155,0.00908599909140009,0.00731629780511066,0,0.0074261014852203,0,0.000965300193060039,0.00190809923676031,0.00650969934903007,0.00688300068830007,0.00656969868606026,0.00187949943615017,0.00170460034092007,0.0100593020118604,0.00355890035589004,0.0031064987574005,0.0058791,0.00531969893606021,0.00148589955423013,0.00219589956082009,0.000189699962060008,0,0,0.00113369977326005,0.000865400346160139,0.00525649894870021,0,0.00176399964720007,0.0341329931734014,0.0263939841636095,0,0.000897600269280081,0.00242840121420061,0.00157020031404006,0.000529700052970005,0,0.00285469914359026,0.00127950063975032,0.0198138019813802,0.00331900066380013,0.0066437,0.0665997466198226,0.00288100086430026,0.000626699937330006,0.0017849,0,0.00199470019947002,0,0.0166590049977015,0.00256550128275064,0.000825200082520008,0.0139291,0,0.00259160155496093,0.00774010077401008,0.00479080047908005,0.00982329607068157,0,0.0462895046289505,0.0292121058424212,0.00279410167646101,0.0250945025094503,0.00256239923128023,0.0018648992540403,0.0294327147163574,0.0013199,0.0140520957843713,0.00889480088948009
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum",0,0,0,0,0,0,0,0,0,0,0,0.0005323,0,0,0,0,0,0,0,0,0,0,0.00546729890654022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171019982898002,0,0,0,0,0.0037252985098806,0,0,0,0,0,0,0,0.000759799924020008,0,0,0,0,0,0.00108230010823001,0,0,0.00025909994818001,0,0,0,0,0,0,0,0,0,0,0.0074538985092203,0.000957399425560345,0,0.000349300104790031,0.000596200298100149,0,0,0,0.00103969968809009,0,0,0.000898300179660036,0.0001518,0,0,0,3.01e-05,0,0.00151870015187002,0,0,0.0028207014103507,0,0,0,0,0.00116280011628001,0,0.000772799690880124,0,0.00128560012856001,7.30000146000029e-06,0,0.0187212018721202,0.000927399721780084,0,0,0,0,0.00560930056093006
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis",1.92999942100017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373600074720015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40000096000038e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1500003450001e-05,0,0,0,0,0,0,0,0,0,0,0,3.31000198600119e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_unclassified",0,0,0,0,0,0,0,0,0,0,4.76000047600005e-05,0,0,0,0,0,0,0,0,0,5.97999880400024e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128100025620005,0,0,0,2.85000028500003e-05,0,0,8.46000423000212e-05,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79000027900003e-05,0,0,0,0,2.35999929200021e-05,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens",0.000389199883240035,0.0005125,0,0,0,0.0003052,0.000176699964660007,0.000706099788170064,0.000857599742720077,0,3.62000036200004e-05,0,0.0007456,0.000209100062730019,0,0,0,0.000276100027610003,0,0.000425200127560038,8.29999834000033e-05,0.000108400043360017,0,0,0,0.000586600234640094,5.58000055800006e-05,1.12999988700001e-05,0.000172,0,0.000142300014230001,0,6.15999815200055e-05,0.000946800284040085,0,0,0,0,0.000395800079160016,0,0,0,0.000630599747760101,0.000679099932090007,0.00133289960013012,2.45999975400002e-05,0.00198060039612008,0,5.80000116000023e-06,0.000284199886320045,0.000882899911710009,0,0.000342699931460014,0.000104299968710009,8.80000176000035e-06,0.00168590033718007,0.000170500017050002,0,0.0001839,0.000119999976000005,0.000729199781240066,3.11999937600012e-05,0,0,0.000483500193400077,7.69999846000031e-06,0.000113100045240018,9.73999805200039e-05,3.94000078800016e-05,0,0.0051175989764802,0.00126769923938046,0,0,0.000115700057850029,0,0,0,0.000392699882190035,0.000368100184050092,0.00125500012550001,0.000130800026160005,0.0014319,0,0,0.00111469988853001,0,0,0.00499330049933005,0.0011852,0,0.000141600070800035,0.000152200015220002,0.0005526,0.00147950044385013,0.000350900210540126,0.00115380011538001,0,0.00224829910068036,0,0,0.000884900176980035,8.340005004003e-05,0,4.55999863200041e-05,2.76999889200044e-05,0.00428270214135107,0.0005974,0.00816729754981074,0.0219006021900602
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum",0,2.48e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69999852000059e-06,0,0,0,0,0,0,0,2.86999885200046e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.91999941600012e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20000042000004e-06,0,0,0,0,4.51999864400041e-05,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_rimae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129000012900001,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_vaginae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025890005178001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",0.000654199803740059,0.0037645,0.00158159968368006,0.0010305,0,0.0039812,0.00099999980000004,0.00308899907330028,0.00470069858979042,0.000173200034640007,0.00102150010215001,0.0088772,0.0048669,0,0.00303239878704049,0.00534120053412005,0.00212300127380076,0.00248800024880003,0.000595399880920024,0.00180040054012016,0,0.00362550145020058,0.000917299816540037,0.00379299924140015,0.00125990012599001,0.0131892052756821,0.00270960027096003,0.000786399921360008,0.0009832,0.00377129886861034,0.00223420022342002,0.000213200042640009,0.0055197983440605,0.0010643003192901,0.00347380208428125,0,0.00120689975862005,0.0095786990421301,0.00128740025748005,0.00428930042893004,0.00188519943444017,0.00207509916996033,0.00267249893100043,0.00539619946038005,0,0.000808099919190008,0.0168891033778207,0.00255519897792041,0.00134260026852005,0.000150899939640024,0.00418789958121004,0.00312620031262003,0.00402569919486016,0.00298829910351027,0.00131200026240005,0.00174960034992007,0.00145530014553001,0.00480939807624077,0.0067363,0.00139699972060006,0.00392009882397035,0.000351399929720014,0.000792499841500032,0.0019466,0.000844700337880135,0.00159859968028006,0.00180530072212029,0.00403069919386016,0.000517700103540021,0.00515389896922021,0.0162894967421006,0.0091671944996833,0.0194690077876031,0.00310780093234028,0.00252310126155063,0.00391900078380016,0.00172250017225002,0,0.00298289910513027,0.00446510223255112,0.0126481012648101,0.0127973025594605,0.0108999,0.0252253176577224,0.0044759013427704,0.00128779987122001,0,0,0.00764010076401008,0.0051338,0,0.00327460163730082,2.90000029000003e-05,0.0029157,0,0.00157810094686057,0.0094377009437701,0,0.00397859840856064,0,0.0105047010504701,0.0178441035688207,0.00561290336774202,0.00620330062033006,0.0238881928335422,0.00193499922600031,0,0.005677,0,0.0228714022871402
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628900251560101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296200118480047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563770112754023,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified",0.000383799884860035,0,0,0,0.000288499884600046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025179994964001,0,0,0,0,0,0,0,0,0,0,0.000709200141840028,0,0,0,0,0,0,0,0,0,0,0,0,2.59999922000023e-05,0,0,0,0,0.000114599954160018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34e-05,0,0,0,0,0,0.000306600030660003,0.0002399,0.000185500055650017,0,0,0.000339800033980003,0,0.0117268023453605,0,0,0,0,0,0,0.000129700064850032,0,0.000249399925180022,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI",0.00254779923566023,0,0,0,0.000266999893200043,0,0,0,0,0,0,0,0,0.000436600130980039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244600024460002,0,0,0,0,0,0,0.000249700074910022,0,1.8e-06,0,0,0,0,0,5.69000056900006e-05,0.0010098,0.00134470040341012,0.00144940086964052,8.00000080000008e-05,0,0,0.101220420244084,0,0,0.00107450064470039,0,5.43999836800049e-05,0,0,0,0.00657199802840059,0.000175200017520002
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta",2.01999939400018e-05,4.66e-05,4.39999912000018e-06,0,0,1.52e-05,0,0,2.15999935200019e-05,0,0,0,0,6.08000182400055e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136699958990012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0399989920002e-05,0,0,4.07000081400016e-05,0,0,2.6e-06,0,0,0,0,0,0,0,0,0,0,0,0.00102869979426004,0.000128799922720046,0,0,0,0,0,0.000298700029870003,0,0,2.16000021600002e-05,0,0.0002528,0.00226130158291111,0,0,0.0005162,0,0,1.17e-05,2.66000079800024e-05,0.000286500143250072,0,0,0.00118360035508011,0,0,0.000204600020460002,0,0.000445900089180018,0,0,0.000149300089580054,0.000140600014060001,0,0,0.000153000076500038,8.36e-05,2.39999928000022e-06,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_sp_1_3_56FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103359979328004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified",0,0.0010427,0,0,0,9.91e-05,0,0,0.000167899949630015,0.000946400189280038,7.54000075400008e-05,0,0,0.000458200137460041,0,0,0,0,0,0,0,4.26000170400068e-05,0,0,0.000903400090340009,0,0,2.59999974000003e-06,0,0.000910499726850082,0,0,0,0,0,0,0,0,5.53000110600022e-05,0,0,0,0,0,8.54999743500077e-05,0,6.38000127600025e-05,0,0,0,3.48999965100004e-05,0,0.000541499891700022,0,0,9.24000184800037e-05,0,0,0.0002417,0,0,0,0,0,6.07000242800097e-05,0,0,0,0,0,0,0.000155499906700056,3.19000127600051e-05,0,0,0,0,0.00242700024270002,0,0,0,3.85000077000015e-05,0.0004857,0.00630330441231309,0,0,0.0014051,0.000505700151710045,0,0.0002905,0.00162630048789015,0.000776500388250194,0,0,0.00174130052239016,0.000169100101460061,4.22000042200004e-05,0.000480200048020005,0,0.00277780055556011,0,0.000198700039740008,5.90000354000212e-05,0.000207900020790002,0,0.000153899938440025,0.00134230067115034,7.1e-05,7.10999786700064e-05,0.000113600011360001
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae",5.17999844600047e-05,0,0,0,0,0,6.41999871600026e-05,0,4.74999857500043e-05,0.00126690025338005,0,0,0.0001348,0,0,0,0,0,0,0.000314200094260028,0,2.01000080400032e-05,0,0,5.66000056600006e-05,0,9.35000093500009e-05,0.000188599981140002,0,0.00021819993454002,0,0,0,0,0,0,0,0,0,0,7.58999772300068e-05,0,0.000114299954280018,0,0,0,0,0,0,0,0.000349399965060003,0,1.21999975600005e-05,3.59999892000032e-05,0,0.000136300027260005,0,0,0,0,0,0,0,0,0.000140300056120022,8.73999825200035e-05,0,3.21999935600013e-05,0,0,0.00422219915556017,0,0,0,0,0,0,1.26000012600001e-05,0,0,0.000393100039310004,0,0.0002607,0.00108640076048053,0,0.000176699982330002,1e-05,0,6.27000062700006e-05,0.0004926,0,0,0,0.0001174,0.000538100161430048,0,6.61000066100007e-05,0.000301700030170003,0.000196199921520031,0.00350890070178014,1.47000014700001e-05,9.85000197000039e-05,0,0.000111300011130001,0.000519499844150047,4.3699982520007e-05,0.000646800323400162,0.0001471,0.00134559959632012,0.00499070049907005
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified",0,6.25e-05,6.18999876200025e-05,0.0002501,0.000318499872600051,4.96e-05,2.77999944400011e-05,1.38999958300013e-05,3.53999893800032e-05,0,5.23000052300005e-05,0.0002913,0,1.48000044400013e-05,0.000140899943640023,0.000461800046180005,0.000136000081600049,8.66000086600009e-05,3.45999930800014e-05,4.81000144300043e-05,5.55999888800022e-05,3.19000127600051e-05,7.33999853200029e-05,8.33999833200033e-05,6.59000065900007e-05,3.38000135200054e-05,0.000109200010920001,5.22999947700005e-05,3.08e-05,0,9.05000090500009e-05,8.95000179000036e-05,0.00011269996619001,0,0.000190300114180068,0,0.000131799973640005,0.00102339989766001,1.48000029600006e-05,0.000104400010440001,0.000233499929950021,1.57999936800025e-05,5.72999770800092e-05,3.60999963900004e-05,2.89999913000026e-05,0,0,0.000393599842560063,5.26000105200021e-05,0.000107199957120017,6.21999937800006e-05,3.60000036000004e-05,0,1.95999941200018e-05,3.66000073200015e-05,1.02000020400004e-05,0,2.59999896000042e-05,0,6.33999873200025e-05,0,1.08999978200004e-05,0,0,0,0,1.06000042400017e-05,0.000326899934620013,6.31000126200025e-05,2.98999940200012e-05,0.000101499979700004,3.11999812800112e-05,0.000662600265040106,9.48000284400085e-05,0,0.000116000023200005,0,0,3.41999897400031e-05,6.17000308500154e-05,3.88000038800004e-05,0.000141300028260006,0.0001046,0.000127200089040062,0.000910300273090082,6.03999939600006e-05,1.03e-05,0,2.87000028700003e-05,0,0,0,2.89000028900003e-05,6.88e-05,8.30000249000075e-06,3.02000181200109e-05,0.000122200012220001,5.26000052600005e-05,0.000118399952640019,0.000351600070320014,0.000250900025090003,4.49000089800018e-05,0.000172800103680062,1.54000015400002e-05,7.89999763000071e-05,2.83999886400045e-05,5.68000284000142e-05,0,4.4199986740004e-05,0.000127200012720001
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_exigua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21000372600224e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis",0.000818199754540074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91999883200047e-05,0,0,0,0,0,0,0,0.000167799932880027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399999920000016,0,0,0,0,0,0,6.50000065000007e-06,0,0.00043909986827004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40000238000167e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6200021720013e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacteriaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134399946240022,0,0,0,2.99999910000027e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44000024400002e-05,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365818036581804,0,0,0,0,0,0,0,0,0.215812721581272,0.000152199954340014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40000192000058e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",0.00375099887470034,0,0.00138649972270006,0.0007185,0.0220984911606035,0,0.00627209874558025,0,0,0.0133356026671205,0,0.027298,0.0986067,0.0401179120353736,0,0.00216210021621002,0.00521910313146188,0.000184200018420002,0.00415609916878017,0.00990840297252089,0,0,0.026019894796021,0.000471999905600019,0.0176170017617002,0.00726970290788116,0.00353980035398004,0,0.0202187,3.89999883000035e-05,0.000217700021770002,0.0134947026989405,0.00593519821944054,0.0274813082443925,0.0292245175347105,0.00787019921298008,0,0.000426799957320004,0,0.000586100058610006,0.0130926960721912,0.00115379953848018,0.00445499821800071,0.0298540970145903,0.0607454817763555,0.0929960907003909,0.0138042027608406,0.00128199948720021,0,0.0132535946985621,0.0215015978498402,0.0219530021953002,0,0.00610269816919055,0.0099654019930804,0.0622250124450025,0,0.00928179628728149,0,0.0140983971803206,0.0211661936501419,0.00643529871294026,0.000229099954180009,0,0.025244210097684,0.0215129956974009,0.0043449017379607,0,0.00170080034016007,0.0145064970987006,3.46999930600014e-05,0.000259499844300093,0.00882290352916141,0.000190900057270017,0.0145522072761036,0.000445000089000018,0.00309700030970003,0,0.0171600948519715,0.0125521062760531,0,0.0025158005031601,0.0117065,0,0.0022423006726902,0,0,0,0.00490740049074005,0.0068829,0,0.0156650078325039,0.00327580032758003,0,0,0,0.0093859009385901,0.0157561015756102,0.00607499757000097,0.0352937070587414,2.40000024000002e-05,0,0.0199039119423472,0,0.00304879908536027,0.0105801957679217,3.15000157500079e-05,0.0195688,0.00596059821182054,0.00732890073289007
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",0,0.02046,0,0,0.0651049739580104,0.1206122,0,0.0353245894026232,0.00653779803866059,0.0417300083460017,0.191845219184522,0.0117067,0,0.1123543337063,0.000145499941800023,0.000392600039260004,0,0.0369373036937304,7.23999855200029e-05,0.0588678176603453,0.0674672865065427,0,2.89999942000012e-06,0,0,0.0571999228799692,0.00419660041966004,0.00696799930320007,0,0,0,0.00025590005118001,0.0565471830358451,0,0.00159280095568057,8.29999917000008e-06,2.82999943400011e-05,0,0.0813043162608632,0.000510500051050005,0.0412431876270437,0,2.5199989920004e-05,0.0116213988378601,5.31999840400048e-05,0,0.0332188066437613,0,0.00369920073984015,0.00111169955532018,0.000160899983910002,0.0214674021467402,0,0,0.00424200084840017,0.00380390076078015,0,9.06999637200145e-05,0.0074182,0.00359969928006014,0.0135152959454112,3.92999921400016e-05,0,0,0.0707372282948913,0,0.0152389060955624,0,0.000707000141400028,0.0337401932519613,0.00452679909464018,0,0,0.000209000062700019,6.09000304500152e-05,0.00137750027550006,0,0,0.000318899904330029,0,0,0,0,0,0,0,0.0005734,0.134857240457172,0.000127400012740001,0.0070931,0,0,0,0.0095201,0,0,0,6.50000065000007e-06,0.0221032911586835,0,0,0,0.00511970307182184,0.000269900026990003,0.00193019942094017,0.00232249907100037,0.0114728057364029,0,0.00201879939436018,0.00545120054512005
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",0.00216389935083019,0,0.00179989964002007,0,0.00515059793976082,0,0,0.0578195826541252,0,0,0,0,0,0,0,0,0.00158360095016057,0,0.00111329977734004,0,0,0,0.000869399826120035,0.00594449881110024,0,0,0,0,0,0,0,0.00116010023202005,0,0,1.44000086400052e-05,0,0.000433999913200017,0,0,0,0.000973999707800088,0.000114699954120018,0,0.0186708981329102,0,0,0,0.00163129934748026,6.48000129600026e-05,0,0,0,0,0,0.00817500163500033,0,0.00875780087578009,0.00427259829096068,0,0.00274909945018011,0,0,0,0,0,2.80999943800011e-05,0,0,6.79000135800027e-05,0,0,0,0.000171300068520027,2.86000085800026e-05,0,0,0,0,0.000142399957280013,0,0,0,3.6e-06,0.00270330189231132,0,0,1.09e-05,0,0,0,0,0,4.69000046900005e-05,0,0,0.000136500081900049,0.000398200039820004,0.00412590041259004,0.00567799772880091,0,0,0,0.00134940080964049,0,0.000198199940540018,7.76999689200124e-05,0,0.0005489,0,0.00710840071084007
