"","WT2D","WT2D.1","WT2D.2","WT2D.3","WT2D.4","WT2D.5","WT2D.6","WT2D.7","WT2D.8","WT2D.9","WT2D.10","WT2D.11","WT2D.12","WT2D.13","WT2D.14","WT2D.15","WT2D.16","WT2D.17","WT2D.18","WT2D.19","WT2D.20","WT2D.21","WT2D.22","WT2D.23","WT2D.24","WT2D.25","WT2D.26","WT2D.27","WT2D.28","WT2D.29","WT2D.30","WT2D.31","WT2D.32","WT2D.33","WT2D.34","WT2D.35","WT2D.36","WT2D.37","WT2D.38","WT2D.39","WT2D.40","WT2D.41","WT2D.42","WT2D.43","WT2D.44","WT2D.45","WT2D.46","WT2D.47","WT2D.48","WT2D.49","WT2D.50","WT2D.51","WT2D.52","WT2D.53","WT2D.54","WT2D.55","WT2D.56","WT2D.57","WT2D.58","WT2D.59","WT2D.60","WT2D.61","WT2D.62","WT2D.63","WT2D.64","WT2D.65","WT2D.66","WT2D.67","WT2D.68","WT2D.69","WT2D.70","WT2D.71","WT2D.72","WT2D.73","WT2D.74","WT2D.75","WT2D.76","WT2D.77","WT2D.78","WT2D.79","WT2D.80","WT2D.81","WT2D.82","WT2D.83","WT2D.84","WT2D.85","WT2D.86","WT2D.87","WT2D.88","WT2D.89","WT2D.90","WT2D.91","WT2D.92","WT2D.93","WT2D.94","WT2D.95"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0.00246309975369002,0.0133159986684001,0.044263486720954,0.00515850309510186,0.0157710984228902,0.0127629012762901,0,0.0183004963399007,0.00821720164344033,0.0171781982821802,0,0.0207533979246602,0.0156548015654802,0,0.0163392901964259,0.0251571150942691,0,0.00308909876436049,0.0244401122200561,0.0003499,0.0697715,0.0036554,0.0165901,0.0112140022428004,0,0.0216514043302809,0.0234184,0.0122110987788901,0.0189482037896408,1.08e-05,0.0267000026700003,0.0221733044346609,0.0118451023690205,0.00455319772340114,0.00626580062658006,0.00563200168960051,0.00426489957351004,0.0058281,0.0303558121423249,0.00320840032084003,0.0583262941673706,0.0208447958310408,0.0025130010052004,0,0.00311750093525028,0.000113299988670001,0.0136448040934412,0,0.0588964176689253,0.0151122,0.0217978,0.0003212,0.00796919840616032,0.00882450264735079,0.0280963943807211,0.0275751917274425,0.0031831,0.0697247139449428,0,0.00550480055048005,0,0.00599410059941006,0.0147880955635713,0.004255,0.00721039855792029,0.00777529688988124,0.00380199923960015,0.0107017021403404,0.025141589943364,0.00159519952144014,0.0004336,0.0225312909874836,0,0.0586015941398406,0.0045185,0.0137036,0,0.00045619958942037,0,0.0404550797724601,0.0094453,0.00164099983590002,0.0230885023088502,0.00627659874468025,0.0228011885994057,0.0420140042014004,0.0338137932372414,0.0162327016232702,0.0141160084696051,0.0163647032729407,0.00634080126816025,0.0098508990149101,0,0.021738706521612,0.0111266044506418,0.000215000086000034
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum",0,0,0.000573399827980052,0,0,0.000327600032760003,0.00512280051228005,0,0.000331500066300013,0,0,0,0,0,0,0,0,0,0,0,0.1133741,0.0032238,0,0.0149432029886406,0.0110841977831604,0,0,0,0,0,0,0,0,0.000610399694800153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207180062154019,0.0013598,0,0.0003452,0,0,5.72999885400023e-05,0,0.0047529,0,0,0,0,0,6.03999818800054e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102919979416004,0.0139655930172035,0,0,0,0,0,0,0.0301551939689612,0,0.0140471084282651,0,0,0,0,7.68000230400069e-05,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414599917080017,0,0,5.40000162000049e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47000258800103e-05,0,0,0,0,0,0,0,1.9e-06,0,0,0,0,0,6.15e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102590010259001,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_unclassified",0,0,0,0,0,0,0,0,0,0,0,7.39999926000007e-05,0,0,0,7.58000454800273e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43000257200103e-05,0,0,0,0,0,0,0,0,0,0,0.00011010003303001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08e-05,4.11e-05,4.10000082000016e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84000113600045e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91e-05,0,0,0,0,0,0,0,0,6.99999720000112e-06,0,0,0,0,0,5.07999796800081e-05,0,2.04999979500002e-05,0,0,0,0,0,0,0,0,0,0,0,0.000145100014510001,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens",0.000804699919530008,0.000491099950890005,0.000101599969520009,0.000476600285960172,0,0.00158750015875002,0.00217430021743002,0.00938089812382038,0.0024339004867801,0.00197199980280002,0.00191619827542155,0.00099289990071001,0.000333000033300003,0.000656900065690007,0.0074908955054627,0.00125320075192045,0.00120099987990001,0.000346899861240055,0.000649600324800162,0.0039417,0.0046075,0.0004175,0.0001567,0.000664200132840027,0.00544729891054022,0.00146040029208006,0.0029255,0.0120135987986401,0.000952300190460038,0.0043913,0.000511400051140005,0.00177570035514007,0,0.000405899797050101,0.000547100054710006,0,0,0.0012229,0.0012614005045602,0.00351060035106004,0,7.88999842200032e-05,0.00106400042560017,0.0052696,0.00486210145863044,0,0,0.00220779955844009,0.000765400229620069,0.0064916,0.0009826,0.0009718,0.000462999907400018,0,0.000942799811440038,0,0.0030054,0.00540000108000022,0.0003144,0.000548100054810005,0.000100599979880004,0.00235670023567002,5.27999841600048e-05,0.0011443,0.00308749938250012,0.00477639808944076,0.00201759959648008,0.000888600177720036,0,0.00216409935077019,0.0001856,0,0,0.000253999974600003,0,0.0014657,0.00293339970666003,0.00599319460612485,0.000731999853600029,0.000965399517300241,0.0042431,0.000528899947110005,0.000318200031820003,0.00110329977934004,0.000419999790000105,0,0.000982599803480039,0.00166460016646002,0.00203730122238073,0,0.000649500129900026,0.000308299969170003,0.0019822,0.000628800188640057,0.000441300176520071,0.000206100082440033
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65999886800023e-05,0,0,0,0,0,0,5.33000106600021e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.60000078000023e-06,0,0,0,0,0,0,0,0,0,0,0,7.55e-05,0,2.76e-05,0,0,0,0,0,0,0,1.83999963200007e-05,2.4000004800001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",0.00184309981569002,0.0183284981671502,0.022031693390492,0.00920020552012331,0.00508769949123005,0.0144046014404601,0.00477190047719005,0.0218786956242609,0.0233733046746609,0.0138556986144301,0.00898069191737728,0.0208659979134002,0.0192675019267502,0.00377550037755004,0,0.00942130565278339,0,0.00101289959484016,0.00771790385895193,0.0176469,0.0132161,0.0191454,0.01193,0.0114725022945005,0.00949319810136038,0.0218439043687809,0.0217468,0,0.0126361025272205,0.0148539,0.0133896013389601,0.0302252060450412,0.0152970030594006,0.00356559821720089,0.00304310030431003,0.00277890083367025,0.00271329972867003,0.031834,0.0268336107334443,0.0201743020174302,0,0.0121785975642805,0.00790990316396127,0.046521,0,0.0281101971889803,0,0,0.0281075084322525,0.0182822,0.0524707,0.0055368,0.0307758938448212,0.0166540049962015,0.0155226968954606,0.0066818979954306,2.88e-05,0.025896205179241,0.0537265,0.0123650012365001,0.0326288934742213,0.0505326050532605,0.0176543947036816,0.0058973,0.024248295150341,0.0238347904660838,0.0272883945423211,0.0324314064862813,0.0831432667426933,0.00295729911281027,0.0193061,0.0350154859938056,0,0.0351612964838703,0,0.0229934,0.0139204986079501,0.0301764728411744,0.024114395177121,0.0467913766043117,0.0218378,0.0102473989752601,0.0278808027880803,0.00517989896402021,0.0224073887963056,0,0.0452659909468018,0,0.0122978073786844,0.00976560195312039,0.0145753029150606,0.00894009910599009,0.0046871,0.0175670052701016,0.0140502056200822,0.0164672065868826
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235330070599021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292499883000047,0,0,0,0,0,0,0,0,0.0045798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024989990004004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404799919040016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87e-05,0,0,0,0,0,0,0,0,0.00278389888644045,0,0,0,0,0,0,0,0,0.0001419,0,0,0,0,0,0,0,0,0,0,0,0,0.00121810012181001,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta",0,0,0,0,0,0.000284300028430003,0.000262400026240003,2.33999953200009e-05,5.20000104000021e-06,0.000274599972540003,0,5.49999945000006e-06,0,0,0.000485999708400175,0,0,0,0,4.28e-05,1.71e-05,0.0001746,0.0001041,0.000420900084180017,0.000103299979340004,0,0,0,0,0,0,4.15000083000017e-05,0.000592400118480024,0,4.30000043000004e-06,5.03000150900045e-05,0,0,1.83000073200029e-05,3.97000039700004e-05,0.000455999954400005,0.000118799976240005,1.2600005040002e-05,0.0001874,0.000136100040830012,0,0.00235480070644021,0,0.00155230046569014,0.0001637,0,8.4e-06,0,0,6.59999868000026e-05,0,7.69e-05,4.03000080600016e-05,0,2.92000029200003e-05,0,0.000866700086670009,0,0,1.41999971600006e-05,7.29999708000117e-06,2.5399994920001e-05,5.70000114000023e-06,0.000651999739200104,0,0,0,0.00237449952510009,3.49999965000003e-06,0.000249,0,0,0.000116199895420094,0,3.79999810000095e-06,0.0002099,0,0,0,0,0.000662100066210007,0.00049639990072002,0,0,0,0,7.09999929000007e-05,8.16e-05,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_sp_1_3_56FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269029838582097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313389968661003,0,0,0,0.00384090115227035,0,0.0022735006820502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001385,0,0,0,0,0,0,0,0,0,0,0.00234980023498002,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified",0,0,0,0,0,0,0.000731500073150007,0.000262199947560011,3.35000067000013e-05,0.000778999922100008,7.59999316000616e-05,6.59999934000007e-06,0,4.51000045100005e-05,0.000955899426460344,0,0.000746799925320007,0,0,0.0001843,0,0.0002673,2.46e-05,0.000116700023340005,0.00298299940340012,0,0.0001698,0.00431439956856004,5.71000114200023e-05,0.001194,0.000134800013480001,0.000902000180400036,0.00363080072616015,0,2.31000023100002e-05,0.000358700107610032,0,0,5.87000234800094e-05,0.00127170012717001,0.00151489984851002,9.09999818000036e-05,3.08000123200049e-05,0.000526,0.00151880045564014,0,0.0022005006601502,0,0.00568220170466051,0.0012132,0,0,0.000464399907120019,0,0,0,0.0001282,7.18000143600029e-05,0,9.5000009500001e-05,0,9.5800009580001e-05,5.48999835300049e-05,0,0.00199259960148008,0.00154349938260025,7.95999840800032e-05,0,0.00131889947244021,0,1.23e-05,0.00650779739688104,0.0103978979204204,8.07999919200008e-05,0.0032563,0,0.00100339989966001,0.00055539950014045,0,0.000100199949900025,0.0006931,0.000117699988230001,7.50000075000008e-06,6.53999869200026e-05,7.50999624500188e-05,0.00165440016544002,0.000325199934960013,0,7.91000474600285e-05,0,0,6.79999932000007e-05,0.0002585,3.60000108000032e-05,1.8700007480003e-05,4.4000017600007e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae",0.000569999943000006,0.000593199940680006,0,0,0,0.00238410023841002,0.000554900055490006,3.88999922200016e-05,2.18000043600009e-05,0.000524299947570005,0.00028339974494023,0.000138099986190001,0,0,0.000925999444400333,0,0.000256099974390003,0,4.46000223000112e-05,9.45e-05,0.0002178,0.0005651,0,0.00049710009942002,0.000883799823240035,0,0,0.00191689980831002,0,0.0008111,0,6.31000126200025e-05,0.00176010035202007,0,0.000157000015700002,0.000379400113820034,0,0,5.77000230800092e-05,0.000894300089430009,0.000709299929070007,0,0,0.0002086,0.000817200245160073,0,0.000979200293760088,0,0,6.4e-05,3.74e-05,0,0,0,0.000422399915520017,0,0.0009631,0.000589500117900024,0,1.79000017900002e-05,3.19999936000013e-06,0.00128570012857001,9.29999721000084e-06,0,0.00340229931954014,0.000113799954480018,0,2.15000043000009e-05,0.00025109989956004,0.000511399846580046,0.0001934,0.000504399798240081,0.00150859969828006,0,0.000596,1.58e-05,0,0.000390099648910316,8.89999822000035e-06,0.000253799873100063,0.0006864,0,0,4.45999910800018e-05,0.000156699921650039,5.71000057100006e-05,0,0,0.000121600072960044,0,0.000100200020040004,0,0.0002112,6.33000189900057e-05,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_uli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13000031300003e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified",0,0,0.000353799893860032,0.000196800118080071,0,0,0,0,0.000201300040260008,9.19999908000009e-06,0,1.42999985700001e-05,0,1.76000017600002e-05,0,0,0,0.000102099959160016,0,0,0.0002772,0,6.48e-05,0,0,0,0,0,0,0,0,5.89000117800024e-05,0,0,0,0,1.56999984300002e-05,0,0,2.14000021400002e-05,0,0,8.80000352000141e-06,0,0,2.07999979200002e-05,0,0,1.1300003390001e-05,0,0.0001587,0.000249,0.00024899995020001,0.00183720055116017,0.000862199827560035,0.000262699921190024,0,0,3.44e-05,0,0,4.19000041900004e-05,0.000118599964420011,0,0,6.46999741200103e-05,4.29999914000017e-06,2.17000043400009e-05,4.41999823200071e-05,4.85999854200044e-05,0.0002012,0,0,5.10999948900005e-05,0,1.4e-05,0.000490999950900005,0,2.96999940600012e-05,0,0,2.14999978500002e-05,0.00309830030983003,0,0,0,0,0.00111810011181001,0,0,0,0,0,0.0021976006592802,0.000441900176760071,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630850126170025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423410127023038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319589936082013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Desulfurobacteriaceae|g__Desulfurobacteriaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02000030200003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641257935874206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",0.0584083941591606,0.00319159968084003,0.00260629921811023,0.00618800371280223,0.00169139983086002,0.0255014025501403,0.00900980090098009,0.0023792995241401,0,0.00647339935266006,0.0208798812081069,0.00235559976444002,0.0131163013116301,0.00237400023740002,0,0.00299740179844108,0,0.00844299662280135,0.00254580127290064,0.0004399,0,0,0,0,0.00397639920472016,0.00341930068386014,0.0014361,0,0.00024080004816001,0.0017015,0.00142390014239001,0.000648100129620026,0.00859020171804034,0.00101569949215025,0,0,0.00375499962450004,0,0.00763790305516122,0.000302000030200003,0,0.00335139932972013,0.00469400187760075,0,0.00195420058626018,0.00884699911530009,0.011147203344161,0,0,0.0011679,0.0060231,0.0017853,0.00371859925628015,0,0,0.00371129888661033,0.0115804,0.00128460025692005,0.0001149,0,0.0187862962427408,0.00417100041710004,0.00690259792922062,0.00279,0,0.00947439621024151,0,0.00124050024810005,0.00395809841676063,0,0.0096322,0.0349475860209656,0,0,0,0.0095905,0.00474159952584005,0.00552109503101447,0.0149391970121606,0.000661199669400165,0.0714493,0.00632559936744006,0.00778860077886008,0.000362399927520015,0.00515089742455129,0,0.00287209942558012,0.00516080051608005,0.00236300141780085,0.0135912027182405,0.00625520125104025,0.00419829958017004,0,0.00754500226350068,0.00107430042972017,0.00113700045480018
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",0.00232679976732002,0,0.0011215996635201,0,0.00345049965495003,0.0345036034503603,0.0340730034073003,0.000380299923940015,0.00466670093334019,0.0100912989908701,0.0194055825349757,0.000917499908250009,0,0.0221217022121702,0,0.0052632031579219,0,0.00660699735720106,6.50000325000162e-06,0.0007615,0.0025787,2.96e-05,0,5.93000118600024e-05,0.00237059952588009,0,0.0039063,0.00418239958176004,0.00852430170486034,2.88e-05,0.00769230076923008,0.0024102004820401,0,0,0,0.0387963116388935,0.00099799990020001,0,0.012479204991682,0.0177156017715602,0,0.000873799825240035,0.0012403004961202,0.0030814,0,0.00158749984125002,0.0305590091677027,0,0.0496677149003145,0.2171022,0,0.0034795,0.00153219969356006,0,0,0,5.07e-05,0,0,0,0,0.00110530011053001,0.00243609926917022,0.000273,0,0,0,3.74000074800015e-05,0,0.00622219813334056,0.0029285,0,0,0,0.006412,0.0071127,0.00347239965276003,0.000510399540640413,0,0,0.0047137,0.0107449989255001,0,0.00362199927560015,0,0,0,0.00918630091863009,0.016549009929406,0.0318301063660213,0.00340780068156014,0.00385269961473004,0.008576,0.00125440037632011,0,0.000289800115920046
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",0,0,0,0,0.000311399968860003,0,0,0.000321099935780013,0,0,3.19999712000259e-06,0.000607599939240006,0,0.000808100080810008,0,0,0,0,0,0,0,0,1.79e-05,0,0.000290199941960012,0,0,0,0.000233500046700009,0,0.000114000011400001,0,0,1.22999938500031e-05,0,0,0,0,0,0,0,0,0.000233600093440037,0,0,0,0,0,0,0.003419,0,0,0,0,0,0,0,0,0,0,0,0.00381320038132004,0,0,0,1.82999926800029e-05,0,0,0,0,0,0,0,0.00154549984545002,0,0,0,0,0,0.00129299935350032,0,0,0,0,0,0,0,0.000210700021070002,0.00208960125376075,0,0,0.00121919987808001,0.0023304,0,0.000104700041880017,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola",0.0149839985016001,0,0,0,6.65999933400007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94999861000028e-05,0,0,0,6.71000134200027e-05,0,0.00203820020382002,0,0,0.00752269623865188,0,0,0.000892699910730009,0.0008593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070195,0,9.60000288000086e-06,0,0,0,0.000534500106900021,0,0.100575310057531,0,0,0.000934899719530084,0,0,0,0,0,0,0,0.0011847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570099714950143,0,0,0,0,0,0,0,0,0,0.000352900141160056,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155248062099225,0,0,0,0,0,0,0,0,0,0,0,0,0.0001973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717940071794007,0,0,0,0,0,0.00608260364956219,0.0292605058521012,0,0.0111972988802701,0,0,0.00389810155924062,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei",0.00597149940285006,0.0199976980002302,0.00546709835987049,0.0169523101713861,0.0115416988458301,0.0892864089286409,0.00098150009815001,0.00554729889054022,0.00198350039670008,1.18999988100001e-05,0.0894328195104624,0.00310019968998003,0.0118253011825301,0.00553850055385006,0,0.00355250213150128,0,0.0576474769410092,0.0060033030016515,0.0011127,0,3.5e-06,0.0006849,0,0.000543299891340022,0.00532910106582021,0.0006142,0.00646669935333006,0.000851200170240034,0.008607,0.000735600073560007,0.000553700110740022,0.073819914763983,4.68999765500117e-05,0.00694740069474007,0.0147399044219713,0.00316149968385003,0,0.00378880151552061,0,0.0458209954179005,0.00390659921868016,0.0037421014968406,4.58e-05,0.00837550251265075,0.0258208974179103,0.033037109911133,0,0,0.0067304,0.0285993,0.0001302,0.00126009974798005,0.000642300192690058,0.0075669984866003,0.00487859853642044,2.72e-05,1.34000026800005e-05,0.0002117,0,0.00594019881196024,0,0.00126209962137011,0.0029283,0.0025181994963601,0.0018930992427603,0.00155629968874006,0.000599400119880024,0.00176959929216028,0,0.0053899,0.0209289916284034,0,0,0.0043426,0.0045087,0,0.00211029810073171,0.00024309995138001,0.000483499758250121,0.0033854,0.00406039959396004,0.000195500019550002,0.00815349836930033,0.00354559822720089,0,0.0107162978567404,0.000517700051770005,0.00424670254802153,0.00107030021406004,0.0158409031681806,0.00595589940441006,0.0162964,0.00519560155868047,0.00834550333820134,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii",0,0.0409138959086104,0,0,0.0217504978249502,0,3.80000038000004e-06,0,0,0,0,0.000608899939110006,0,0,0,0,0,0,0,0.0010025,0,0,0,0,0.00235219952956009,0,0,0,0.000298600059720012,0.025316,0.000797700079770008,0,0,0.0107107946446027,0,0,3.08999969100003e-05,0,0.00893170357268143,0,0,0.0075889984822003,0.00360310144124058,7.7e-06,0,0,0,0,0,0,0,0.0191805,0.00464089907182019,0,0.000125099974980005,0.0138221958533412,0,0,0,0,0,0,0,0,0,0,0.00107319978536004,0.000303600060720012,0,0,0.0624017,0,0,0,0,0,0.00525689947431005,0,0,0.0104796947601526,0,0.0418906958109304,0,0.0147079970584006,0,0,0,0,0,0,0.00480970096194019,0,0,0,0.000507500203000081,0
